Chr	Start	End	Length	Midpoint	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300	NormHpChr
1	6329	6760	431	6544.5	153.157371486063	241.959190145677	395.11656163174	1.015867	394.10069463174	161.52989952526	258.376837306565	419.906736831825	2.430067	417.476669831825	453.465280235123	446.328921617912	16118.5732465827
1	9191	9576	385	9383.5	57.9473782895631	62.9903156420306	120.937693931594	0.907445	120.030248931594	63.8644394501911	73.6378056434567	137.502245093648	2.321645	135.180600093648	138.11077019115	144.523073559452	4909.19296911494
1	11130	11243	113	11186.5	7.73641071352399	8.33572703686295	16.0721377503869	0.266341	15.8057967503869	10.249879171859	11.425911202973	21.675790374832	1.680541	19.995249374832	18.1866719607055	21.3771420916648	646.451265151343
1	28177	28865	688	28521	145.696868287322	263.356472934909	409.053341222231	1.621616	407.431725222231	155.745141968133	266.770965934089	422.516107902222	3.035816	419.480291902221	468.804404486576	448.471016117157	16663.8074873547
1	29827	30075	248	29951	17.9442887414146	21.8405948635459	39.7848836049605	0.584536	39.2003476049605	24.3829641090401	23.0971290872659	47.480093196306	1.998736	45.481357196306	45.1052151242923	48.6246216329256	1603.27977790672
1	31066	31177	111	31121.5	3.45799418400437	8.20382344425756	11.6618176282619	0.261627	11.4001906282619	11.7234193060822	24.6644717763518	36.387891082434	1.675827	34.712064082434	13.1174359964254	37.1110513439847	466.263597526394
1	32971	33197	226	33084	129.366323498806	82.6015497853703	211.967873284176	0.532682	211.435191284176	150.776106628505	93.119036245942	243.895142874447	1.946882	241.948260874447	243.284316859268	258.669559683234	8647.62144305225
1	34454	35111	657	34782.5	438.17693444989	209.395003207943	647.571937657833	1.548549	646.023388657833	452.362620819755	213.992628431622	666.355249251377	2.962749	663.392500251377	743.335855446561	709.240253750907	26422.1186385299
1	36394	36567	173	36480.5	48.5612226425963	48.6217242904555	97.1829469330518	0.407761	96.7751859330518	58.2066853522059	51.7094083884721	109.916093740678	1.821961	108.094132740678	111.352726363358	115.564631956093	3958.06945829202
1	37240	37445	205	37342.5	43.5805869870152	39.3261711111918	82.906758098207	0.483185	82.423573098207	63.2748233910543	52.0975189592845	115.372342350339	1.897385	113.474957350339	94.8392864617612	121.317331014492	3371.09377964927
1	39003	39222	219	39112.5	147.366513762788	104.54774752518	251.914261287967	0.516183	251.398078287967	191.167406750189	122.528937271652	313.696344021841	1.930383	311.765961021841	289.266935009973	333.312434527431	10282.0888014958
1	42596	42658	62	42627	11.6372169582233	6.4144747084818	18.0516916667051	0.146134	17.9055576667051	36.8776044205603	36.3097889551976	73.1873933757579	1.560334	71.6270593757579	20.6027262466151	76.5772807920561	732.330713198528
1	45159	45276	117	45217.5	23.3110349133334	29.7913114140323	53.1023463273656	0.275769	52.8265773273656	65.7511908388839	77.2311035126734	142.982294351557	1.689969	141.292325351557	60.7840052502333	151.057186578718	2160.58755443978
1	45499	45719	220	45609	73.9455140243868	64.3163517587459	138.261865783133	0.51854	137.743325783133	123.776371247512	106.36989715434	230.146268401852	1.93274	228.213528401852	158.492021652315	243.985605402212	5633.65128787195
1	48350	48502	152	48426	37.1357114505182	65.4865836318833	102.622295082402	0.358264	102.264031082402	71.8730575777195	77.7977189453513	149.670776523071	1.772464	147.898312523071	117.668372942319	158.119720472339	4182.56120312798
1	52617	52829	212	52723	35.9320786676536	117.896611102837	153.828689770491	0.499684	153.329005770491	44.0650001807836	141.434952207218	185.499952388002	1.913884	183.586068388002	176.425419992875	196.273894684217	6271.09985849367
1	57366	57556	190	57461	32.8598949918157	50.747882199768	83.6077771915837	0.44783	83.1599471915837	73.5241025465709	113.564893121567	187.088995668138	1.86203	185.226965668138	95.6865828232227	198.028196101405	3401.21120883084
1	58423	58681	258	58552	190.137478698451	253.256197837756	443.393676536207	0.608106	442.785570536207	205.235289911496	309.313224640572	514.548514552068	2.022306	512.526208552068	509.483706987355	547.947433939512	18109.7667383887
