Chr	Start	End	Length	Midpoint	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300	NormHpChr
1	6329	6760	431	6544.5	146.21775719339	177.874193271485	324.091950464875	0.527975	323.563975464875	153.155855516253	185.810976958713	338.966832474966	1.262975	337.703857474966	357.866393223865	354.952087709468	15526.876167996
1	9191	9576	385	9383.5	54.9298950078816	50.2094641853232	105.139359193205	0.471625	104.667734193205	62.5457833977988	57.410758651073	119.956542048872	1.206625	118.749917048872	115.764013805371	124.815071071398	5022.69433816817
1	11130	11243	113	11186.5	9.68715803566769	8.95176881272321	18.6389268483909	0.138425	18.5005018483909	11.3229340635336	11.4450322741965	22.7679663377301	0.873425	21.8945413377301	20.4618201386694	23.0128054070115	887.784249878369
1	28177	28865	688	28521	141.184930948955	192.24558266021	333.430513609166	0.8428	332.587713609166	147.385440081114	194.743546052807	342.128986133921	1.5778	340.551186133921	367.846776912915	357.944843727855	15959.8986159911
1	29827	30075	248	29951	12.8942110366267	21.9553782461273	34.849589282754	0.3038	34.545789282754	16.7707542262739	22.9650634492916	39.7358176755655	1.0388	38.6970176755655	38.2081379545693	40.6734685081006	1657.75003706256
1	31066	31177	111	31121.5	2.12526885439746	6.70570172861173	8.83097058300919	0.135975	8.69499558300919	8.86777004371677	23.9787485938372	32.846518637554	0.870975	31.975543637554	9.61678970570914	33.60869506987	417.247066842618
1	32971	33197	226	33084	133.150548692024	55.5927852932907	188.743333985314	0.27685	188.466483985314	147.855733189015	61.3257012779803	209.181434466996	1.01185	208.169584466996	208.44663183071	218.801849515888	9043.94796872327
1	34454	35111	657	34782.5	507.218566762625	218.756994138126	725.975560900751	0.804825	725.170735900751	514.445060859077	221.680751290758	736.125812149834	1.539825	734.585987149835	802.049224903499	772.104978872748	34798.7942749449
1	36394	36567	173	36480.5	57.8388523774022	41.3839935217133	99.2228458991155	0.211925	99.0109208991155	62.2837872373263	43.6300606058248	105.913847843151	0.946925	104.966922843151	109.507497245429	110.328110203411	4751.24063447138
1	37240	37445	205	37342.5	41.1727966167828	34.4080957527975	75.5808923695803	0.251125	75.3297673695803	51.4820455357708	44.1958523142039	95.6778978499747	0.986125	94.6917728499747	83.3158021136718	99.5281567504771	3614.85226540119
1	39003	39222	219	39112.5	142.045818332737	80.4501210115215	222.495939344258	0.268275	222.227664344258	168.999023336213	86.7092292849156	255.708252621128	1.003275	254.704977621128	245.786981072856	267.71403866275	10664.0469490426
1	42596	42658	62	42627	5.35862146993821	11.7675275480605	17.1261490179987	0.07595	17.0501990179987	25.526825906919	42.6534749175904	68.1803008245093	0.81095	67.3693508245093	18.8577644268148	70.8102415577643	818.188515615183
1	45159	45276	117	45217.5	18.6447267633937	18.9862217588187	37.6309485222124	0.143325	37.4876235222125	53.938609535071	53.226819966276	107.165429501347	0.878325	106.287104501347	41.4618487770578	111.715720162137	1798.9199428817
1	45499	45719	220	45609	66.7024224826687	54.904195384507	121.606617867176	0.2695	121.337117867176	103.775679177799	87.9441111878448	191.719790365644	1.0045	190.715290365644	134.200591004974	200.456077047982	5822.60865412593
