Chr	Start	End	Length	Midpoint	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300	NormHpChr
1	6329	6760	431	6544.5	45.4146669542225	69.3068286979104	114.721495652133	4.16777	110.553725652133	50.3562763097879	75.4453160990221	125.80159240881	9.96977	115.83182240881	137.11763232351	137.299435095478	11654.1155207939
1	9191	9576	385	9383.5	15.1962212541939	16.243002052989	31.4392233071829	3.72295	27.7162733071829	20.4874241971292	23.2553734243597	43.7427976214889	9.52495	34.2178476214889	34.3759538658198	40.5595893331662	2921.73465003054
1	11130	11243	113	11186.5	3.89262859712437	4.34082037589775	8.23344897302213	1.09271	7.14073897302213	7.71145854794469	11.8528825813895	19.5643411293342	6.89471	12.6696311293342	8.85651944559426	15.017748670018	752.74710467281
1	28177	28865	688	28521	83.6537655306133	71.1102956167363	154.76406114735	6.65296	148.11110114735	88.3939785804113	74.4048351846676	162.798813765079	12.45496	150.343853765079	183.699313527031	178.207730507506	15613.2583728073
1	29827	30075	248	29951	12.851764258803	32.1333105754707	44.9850748342737	2.39816	42.5869148342737	17.8426727100702	37.5972103506107	55.4398830606809	8.20016	47.2397230606809	52.8197208695872	55.9948652746485	4489.33604204828
1	31066	31177	111	31121.5	0.923383062292148	0.748586268607215	1.67196933089936	1.07337	0.598599330899363	8.38424620693339	13.39925421614	21.7835004230733	6.87537	14.9081304230733	0.742431089311503	17.6711187206703	63.101860311087
1	32971	33197	226	33084	80.4205248382707	49.3013956595692	129.72192049784	2.18542	127.53650049784	87.8318888908787	55.265086266996	143.096975157875	7.98742	135.109555157875	158.18103713769	160.149993442274	13444.3692526154
1	34454	35111	657	34782.5	143.831661681446	131.9529795733	275.784641254746	6.35319	269.431451254746	150.745434861413	139.390943137991	290.136377999404	12.15519	277.981187999404	334.170580426978	329.500644000791	28402.3468167705
1	36394	36567	173	36480.5	34.3050707386569	32.6355013637349	66.9405721023917	1.67291	65.2676621023917	40.7932517253042	37.2276171300961	78.0208688554003	7.47491	70.5459588554003	80.9502098819425	83.6205465621563	6880.24640894354
1	37240	37445	205	37342.5	33.0571936285915	30.7184365286468	63.7756301572383	1.98235	61.7932801572383	43.337105063148	40.4266584497613	83.7637635129093	7.78435	75.9794135129093	76.6410016368399	90.0610068741762	6513.99146535542
1	39003	39222	219	39112.5	66.6950766055402	57.5590441886964	124.254120794237	2.11773	122.136390794237	79.7696367775755	62.9243457724329	142.693982550008	7.91973	134.774252550008	151.483386267241	159.752547751714	12875.1120707383
1	42596	42658	62	42627	8.38144625829312	7.78495719975157	16.1664034580447	0.59954	15.5668634580447	28.391679208589	30.3657429981395	58.7574222067286	6.40154	52.3558822067286	19.3072775022239	62.0592243255813	1640.99422218774
1	45159	45276	117	45217.5	9.30502931691672	8.68384071144143	17.9888700283581	1.13139	16.8574800283581	27.9167879195675	24.3037541938064	52.2205421133739	6.93339	45.2871521133738	20.9080040929831	53.680415907678	1777.04567151484
1	45499	45719	220	45609	40.9955480145631	28.7674723153785	69.7630203299416	2.1274	67.6356203299416	57.7344409713757	45.1356720718535	102.870113043229	7.9294	94.9407130432292	83.8871423433983	112.53648606504	7129.86675027076
1	48350	48502	152	48426	16.618595163447	7.85925583688424	24.4778510003313	1.46984	23.0080110003313	25.9773234953573	14.3719363741339	40.3492598694912	7.27184	33.0774198694912	28.5363878442737	39.207801172881	2425.40915305991
1	52617	52829	212	52723	13.549051468394	20.5343233368536	34.0833748052475	2.05004	32.0333348052475	19.1138493927492	28.6716740726153	47.7855234653644	7.85204	39.9334834653644	39.7303211448767	47.3345286914189	3376.8213792388
1	57366	57556	190	57461	22.5040872052779	30.6385379942337	53.1426251995116	1.8373	51.3053251995116	40.0198659115975	52.2753411081904	92.2952070197879	7.6393	84.6559070197879	63.632995409676	100.345552453539	5408.394725551
1	58423	58681	258	58552	124.880609302495	135.612312449791	260.492921752286	2.49486	257.998061752286	135.738010144106	146.414514303922	282.152524448028	8.29686	273.855664448028	319.989970151185	324.610519324362	27197.0862860203
1	61029	61405	376	61217	96.1553362130521	120.959681224471	217.115017437523	3.63592	213.479097437523	103.864894795848	126.100886918821	229.965781714669	9.43792	220.527861714669	264.773965947554	261.399244236831	22504.0815959486
1	62616	62751	135	62683.5	27.1941011758827	24.4242519835034	51.6183531593861	1.30545	50.3129031593861	33.4064872214642	29.9890499078586	63.3955371293228	7.10745	56.2880871293228	62.4021136858356	66.720201795541	5303.77770760085
1	67796	68683	887	68239.5	190.244310329591	238.677721910679	428.92203224027	8.57729	420.34474224027	199.60283866517	251.904479290945	451.507317956115	14.37929	437.128027956115	521.345395423225	518.142856208832	44311.0004274373
1	69613	70547	934	70080	186.758274274299	210.792333415149	397.550607689447	9.03178	388.518827689447	199.185046328776	223.716196351438	422.901242680215	14.83378	408.067462680215	481.872333579335	483.696370666592	40956.0444316776
1	70813	71700	887	71256.5	143.092975231246	93.3222881799355	236.415263411181	8.57729	227.837973411181	151.378423250444	104.99827400616	256.376697256604	14.37929	241.997407256604	282.583000104667	286.847833522258	24017.7347845559
1	73183	73353	170	73268	15.4940157917189	10.9558990348484	26.4499148265673	1.6439	24.8060148265673	33.8097798238276	24.9534422765129	58.7632221003406	7.4459	51.3173221003406	30.7664169645754	60.8281833823031	2614.94726382172
1	73635	73843	208	73739	15.9671071137575	19.4360434827108	35.4031505964682	2.01136	33.3917905964682	27.120902518573	31.5131219516527	58.6340244702256	7.81336	50.8206644702256	41.4151873998092	60.2394780452674	3520.02415804512
1	74874	75086	212	74980	21.2314105501131	24.1266574423098	45.3580679924229	2.05004	43.3080279924229	29.7655540074662	31.7643173439505	61.5298713514167	7.85204	53.6778313514167	53.7141034722493	63.6261760234493	4565.35280221681
1	76164	76629	465	76396.5	111.986445821425	114.194605316935	226.18105113836	4.49655	221.68450113836	117.152051068212	120.330892758401	237.482943826613	10.29855	227.184393826613	274.950968315232	269.289460238434	23369.0612432669
1	79541	79633	92	79587	17.0423873897838	13.6989487188137	30.7413361085976	0.88964	29.8516961085976	24.4310518587726	19.9875333666767	44.4185852254493	6.69164	37.7269452254493	37.0244771680643	44.7190431749458	3146.84207057764
1	81915	82733	818	82324	151.495821097004	185.407399053538	336.903220150542	7.91006	328.993160150542	159.781169118036	192.419670426743	352.200839544779	13.71206	338.488779544779	408.043807699586	401.222369217609	34681.0952894512
1	83442	83537	95	83489.5	6.41358235501749	14.2950377846924	20.7086201397099	0.91865	19.7899701397099	12.4799710786425	24.2766546908953	36.7566257695378	6.72065	30.0359757695378	24.5451144527541	35.602673081878	2086.17662408731
1	84473	84643	170	84558	24.5277500850274	22.8349811356575	47.3627312206849	1.6439	45.7188312206848	31.9167145485133	31.5439213866955	63.4606359352088	7.4459	56.0147359352088	56.7041757534613	66.3961892422199	4819.48968592956
1	87041	87314	273	87177.5	64.2686211142559	53.6665155897378	117.935136703994	2.63991	115.295226703994	68.4370446524461	57.8350391260937	126.27208377854	8.44191	117.83017377854	142.998423712996	139.668149568586	12153.9449084911
1	92239	92946	707	92592.5	264.411249878002	354.425398739468	618.83664861747	6.83669	611.99995861747	270.050046444993	360.913679724281	630.963726169273	12.63869	618.325036169273	759.051626824072	732.921889736022	64514.4989404659
1	94473	94607	134	94540	14.272738193736	14.0466423410348	28.3193805347709	1.29578	27.0236005347709	19.7386379321905	19.3873443760033	39.1259823081938	7.09778	32.0282023081938	33.5168453195646	37.9641275824755	2848.71595744301
1	99806	99983	177	99894.5	22.6290849124325	24.8006450792872	47.4297299917197	1.71159	45.7181399917197	29.4917590297149	30.266444819576	59.7582038492909	7.51359	52.2446138492909	56.703318435641	61.9273341221596	4819.41681943715
1	100312	100418	106	100365	10.7298031821472	11.3528917527713	22.0826949349185	1.02502	21.0576749349185	16.7183933328392	19.6380397774725	36.3564331103117	6.82702	29.5294131103117	26.1174240151756	35.002226973841	2219.81280905057
1	101169	101410	241	101289.5	19.0617503484071	28.5456763838035	47.6074267322106	2.33047	45.2769567322106	21.8564990840516	32.9876949034135	54.8441939874652	8.13247	46.7117239874652	56.1561274331867	55.3690098492922	4772.90910889343
1	105909	106156	247	106032.5	27.5498946495274	44.2919875476431	71.8418821971705	2.38849	69.4533921971705	30.1204474976194	52.400338815345	82.5207863129644	8.19049	74.3302963129644	86.141689379859	88.1062516501796	7321.48872597688
1	108453	108900	447	108676.5	202.693881965853	174.819293272221	377.513175238074	4.32249	373.190685238074	212.27670618715	188.940234250389	401.216940437539	10.12449	391.092450437539	462.861137091366	463.575305978233	39340.2151885313
1	110429	110618	189	110523.5	57.2710494714123	63.8039296381381	121.07497910955	1.82763	119.24734910955	66.1055874185993	71.3407913887293	137.446378807329	7.62963	129.816748807329	147.900164144682	153.876248396332	12570.5612712142
1	113160	114371	1211	113765.5	237.665440479058	217.035418897607	454.700859376665	11.71037	442.990489376665	256.579493536692	243.834927311544	500.414420848236	17.51237	482.902050848236	549.432474454013	572.40037676268	46698.2212255195
1	114604	114848	244	114726	131.476988304456	141.155710766682	272.632699071137	2.35948	270.273219071137	145.651728295782	153.907076867098	299.55880516288	8.16148	291.39732516288	335.214608651886	345.403251897329	28491.0824909057
1	119642	119872	230	119757	62.3524562626594	63.2505397890235	125.602996051683	2.2241	123.378896051683	68.5423427209531	68.6177413379087	137.160084058862	8.0261	129.133984058862	153.024441333867	153.066943903679	13006.0918248809
1	124432	124801	369	124616.5	44.3109871991306	51.9455471576338	96.2565343567644	3.56823	92.6883043567644	48.2286153376859	56.237368432327	104.465983770013	9.37023	95.0957537700129	114.959498311898	112.72026116036	9770.81685875684
1	128074	128209	135	128141.5	9.77972060960687	16.7174933493477	26.4972139589546	1.30545	25.1917639589546	17.0409874154637	24.6019487239943	41.642936139458	7.10745	34.535486139458	31.2448540990255	40.9360971716409	2655.61133845484
1	128945	129302	357	129123.5	174.730794895556	171.372456497893	346.103251393449	3.45219	342.651061393449	188.753337678651	182.75234775541	371.505685434061	9.25419	362.251495434061	424.983436553239	429.389132030144	36120.8546274339
1	130477	130820	343	130648.5	241.972161480444	210.229743734787	452.201905215231	3.31681	448.885095215232	252.35287106605	218.889384890124	471.242255956174	9.11881	462.123445956174	556.743439247798	547.770783146485	47319.6061402925
1	131986	132204	218	132095	48.6305079657292	37.027220805986	85.6577287717152	2.10806	83.5496687717152	53.1731246400573	41.7695338172642	94.9426584573215	7.91006	87.0325984573215	103.625026617727	103.162726395756	8807.45977438574
1	135710	135780	70	135745	4.19102312364373	4.01812629510755	8.20914941875128	0.6769	7.53224941875128	10.4056091288712	10.1072146023518	20.512823731223	6.4789	14.033923731223	9.34210222475108	16.6348915211696	794.018513078186
1	136713	136859	146	136786	9.53092517328643	7.35986499726035	16.8907901705468	1.41182	15.4789701705468	17.1173860140766	14.2223391182113	31.3397251322879	7.21382	24.1259051322879	19.1982651699144	28.5972634889519	1631.72887613123
1	138451	138660	209	138555.5	35.6823454751686	29.8426525932392	65.5249980684078	2.02103	63.5039680684078	44.0909912345386	35.5327482192461	79.6237394537847	7.82303	71.8007094537847	78.7627345286113	85.1078455164614	6694.32509426926
1	139136	139483	347	139309.5	25.1006395764581	37.4279134560406	62.5285530324987	3.35549	59.1730630324987	34.5334665491697	46.8357408873212	81.3692074364909	9.15749	72.2117174364909	73.3911973792402	85.5950273864499	6237.77903668193
1	141638	142083	445	141860.5	137.646775131439	85.209836987439	222.856612118878	4.30315	218.553462118878	145.257735522831	93.3697873086542	238.627522831485	10.10515	228.522372831485	271.067601612468	270.875412679813	23039.0000877706
1	143394	143631	237	143512.5	35.0824564789925	28.1447837374174	63.2272402164099	2.29179	60.9354502164099	40.7480525543971	32.6382013142094	73.3862538686065	8.09379	65.2924638686065	75.5770518718837	77.3933986250549	6423.56258863834
